Conversation ID,Conversation started at (America/New_York),Fin AI Agent resolution state,Fin AI Agent rating,AI Subtopic,AI Topic
215473027076743,2026-02-09 11:44:09,Assumed resolved,,"Restock and insights reporting features, ScoutX and Scoutify functionality, ASIN and SKU pricing discrepancies","InventoryLab, ScoutIQ subscription, SmartRepricer"
215473026006659,2026-02-09 10:38:18,Confirmed resolved,,"FBA pricing and sales discrepancies, Shipment error messages and troubleshooting","FBA operations, Shipment issues"
215473025661962,2026-02-09 10:19:02,Assumed resolved,,Bulk cost and supplier data import,Bulk upload
215473024568771,2026-02-09 09:27:00,Confirmed resolved,,Walmart review automation and integration,Review automation
215473024430952,2026-02-09 09:18:32,Assumed resolved,,DataSpark integration and access in Seller 365,Seller 365
215473023708626,2026-02-09 08:28:37,Assumed resolved,,"Amazon account connection and authorization issues, Amazon account integration and linking requirements",Amazon operations
215473018757565,2026-02-09 01:32:55,Assumed resolved,,SmartRepricer settings and error resolution,SmartRepricer
215473016890647,2026-02-08 19:38:56,Assumed resolved,,"Confirm placement operation failures, Shipment placement errors and resolution, Error message troubleshooting","Placement errors, Troubleshooting"
215473016118299,2026-02-08 17:25:00,Assumed resolved,,Minimum and maximum price configuration,SmartRepricer
215473015762409,2026-02-08 16:19:42,Confirmed resolved,,Inventory valuation and reporting,Inventory issues
215473015516707,2026-02-08 16:09:18,Assumed resolved,,Payment issues and troubleshooting,Payment updates
215473013824260,2026-02-08 13:03:46,Assumed resolved,,"Trial subscription cancellation, Seller 365 plan selection issues, ScoutIQ subscription setup and account access","Subscription cancellation and refunds, Seller 365, ScoutIQ subscription"
215473012911430,2026-02-08 11:08:01,Assumed resolved,,Shipping label printing and downloading,Labeling
215473012729000,2026-02-08 10:47:12,Assumed resolved,,"Amazon shipment splits and optimized shipping options, Amazon-specific shipment problems and sending issues, Persistent issue resolution","InventoryLab, Shipment issues, Troubleshooting"
215473010849963,2026-02-08 06:14:56,Assumed resolved,,Bulk cost and supplier data import,Bulk upload
215473010596104,2026-02-08 05:16:55,Confirmed resolved,,,
215473009777769,2026-02-08 02:11:09,Assumed resolved,,DataSpark integration and access in Seller 365,Seller 365
215473009024961,2026-02-07 22:44:17,Confirmed resolved,,CSV file upload and import operations,Bulk upload
215473008806119,2026-02-07 21:29:08,Assumed resolved,,Trial subscription cancellation,Subscription cancellation and refunds
215473008776071,2026-02-07 21:18:23,Assumed resolved,,Subscription refund eligibility and availability,Subscription cancellation and refunds
215473007943989,2026-02-07 17:46:16,Confirmed resolved,,"Amazon batch verification and submission errors, FeedbackWhiz account setup and subscription","Amazon operations, FeedbackWhiz account setup and subscription"
215473007641776,2026-02-07 17:07:09,Confirmed resolved,5,,
215473007626516,2026-02-07 17:05:17,Confirmed resolved,,"Restricted and excluded products handling, ScoutIQ subscription setup and account access","Restricted and excluded products handling, ScoutIQ subscription"
215473006807014,2026-02-07 14:53:43,Assumed resolved,,"ScoutIQ subscription setup and account access, Service outage updates and response times, Plan selection and change options","ScoutIQ subscription, Service issues, Subscription status options"
215473006517263,2026-02-07 13:56:35,Assumed resolved,,Subscription activation and reactivation issues,Subscription status options
215473006240653,2026-02-07 13:06:09,Assumed resolved,,"TA versions and feature differences, Search functionality and results issues","Tactical Arbitrage subscriptions and accounts, Search functionality and results issues"
215473006219811,2026-02-07 13:02:17,Assumed resolved,,Ending and canceling subscriptions across services,Subscription cancellation and refunds
215473004675149,2026-02-07 10:17:55,Assumed resolved,,"User invitation and access options, Plan selection and change options","User access, Subscription status options"
215473002153658,2026-02-07 02:38:24,Assumed resolved,,International marketplace compatibility and InventoryLab support,InventoryLab
215473001182184,2026-02-06 22:03:02,Assumed resolved,,ScoutIQ subscription cancellation and payment problems,ScoutIQ subscription
215473001054487,2026-02-06 21:25:47,Assumed resolved,,"InventoryLab and supplier-related subscription refunds, InventoryLab subscription cancellation, Subscription cancellation verification","Subscription cancellation and refunds, Cancellation confirmation"
215473001052974,2026-02-06 21:25:18,Assumed resolved,,Tactical Arbitrage subscriptions and accounts,Tactical Arbitrage subscriptions and accounts
215472999560932,2026-02-06 19:10:58,Assumed resolved,,Profit and sales discrepancies analysis,Profit and sales discrepancies analysis
215472999361315,2026-02-06 18:44:36,Assumed resolved,,Scanning and scan option issues,Troubleshooting
215472998818807,2026-02-06 18:03:26,Assumed resolved,,"Subscription cancellation verification, Trial subscription cancellation, Upgrading and transitioning to Seller 365","Cancellation confirmation, Subscription cancellation and refunds, Seller 365"
215472998517348,2026-02-06 17:07:56,Assumed resolved,,Subscription renewal process and troubleshooting,Subscription status options
215472998514481,2026-02-06 17:07:26,Assumed resolved,,Access and connectivity issues with InventoryLab,InventoryLab
215472998287932,2026-02-06 16:41:20,Assumed resolved,,Subscription cancellation requests and account deletion,Subscription cancellation and refunds
215472997585158,2026-02-06 16:09:34,Confirmed resolved,,SmartRepricer settings and error resolution,SmartRepricer
215472996951619,2026-02-06 15:11:38,Assumed resolved,,"Item revalidation troubleshooting, Batch restoration and error handling, Amazon shipment communication and stuck process issues","Troubleshooting, Batch processing, Amazon operations"
215472995427867,2026-02-06 13:58:11,Assumed resolved,,ScoutIQ subscription cancellation and payment problems,ScoutIQ subscription
215472993790588,2026-02-06 12:38:28,Assumed resolved,,Account cancellation issues,Troubleshooting
215472993129271,2026-02-06 11:57:57,Assumed resolved,,Invoice payments and viewing,Invoice payments and viewing
215472992978651,2026-02-06 11:41:32,Assumed resolved,,Refunds and charges after cancellation,Billing disputes and refunds
215472992758050,2026-02-06 11:20:55,Assumed resolved,,"Trial subscription cancellation, Subscription charges and billing discrepancies",Subscription cancellation and refunds
215472992732955,2026-02-06 11:19:19,Assumed resolved,,"Switching between monthly and yearly subscriptions, Seller 365 plan selection issues","Subscription status options, Seller 365"
215472992673405,2026-02-06 11:16:46,Assumed resolved,,Trial subscription cancellation,Subscription cancellation and refunds
215472991074440,2026-02-06 09:27:53,Assumed resolved,,"Seller Central account linking and troubleshooting, Unlinking and connecting seller and merchant IDs","Amazon operations, Seller ID"
215472990713231,2026-02-06 09:03:22,Assumed resolved,,Account deletion process,Account status
215472984910395,2026-02-05 21:54:40,Assumed resolved,,Bulk cost and supplier data import,Bulk upload
215472984093039,2026-02-05 19:19:21,Assumed resolved,,InventoryLab subscription transition to Seller 365,Seller 365
215472983391445,2026-02-05 17:44:50,Confirmed resolved,5,"Order and shipment synchronization across platforms, SmartRepricer settings and error resolution","Data syncing, SmartRepricer"
215472983305869,2026-02-05 17:30:10,Assumed resolved,,Campaign email delivery issues,Troubleshooting
215472983292846,2026-02-05 17:27:52,Assumed resolved,,Pending offer creation issues,Troubleshooting
215472983226406,2026-02-05 17:17:34,Assumed resolved,,Subscription activation and reactivation issues,Subscription status options
215472983216437,2026-02-05 17:15:59,Assumed resolved,,Account and data deletion confirmation,Account status
215472982470083,2026-02-05 15:48:16,Assumed resolved,,Box handling and item movement in batches,Batch processing
215472981929123,2026-02-05 14:45:46,Assumed resolved,,Shipping label printing and downloading,Labeling
215472981902720,2026-02-05 14:44:12,Assumed resolved,,Wholesale search and access options,Wholesale search and access options
215472981233706,2026-02-05 13:59:40,Assumed resolved,,"ASIN and SKU pricing discrepancies, Minimum and maximum price configuration",SmartRepricer
215472979513786,2026-02-05 12:11:30,Assumed resolved,,"International marketplace compatibility and InventoryLab support, Tactical Arbitrage subscriptions and accounts","InventoryLab, Tactical Arbitrage subscriptions and accounts"
215472979477492,2026-02-05 12:07:46,Confirmed resolved,5,Minimum and maximum price configuration,SmartRepricer
215472979467927,2026-02-05 12:06:49,Assumed resolved,,,
215472977491846,2026-02-05 10:17:52,Assumed resolved,,Login and password troubleshooting,InventoryLab
215472977333849,2026-02-05 10:15:18,Confirmed resolved,,,
215472973452576,2026-02-05 07:04:57,Assumed resolved,,,
215472973070248,2026-02-05 06:14:05,Assumed resolved,,"Changing associated account email addresses, Automated review and feedback requests, Campaign email delivery issues","Email settings, Review automation, Troubleshooting"
215472969747249,2026-02-04 21:25:34,Assumed resolved,,"Tactical Arbitrage subscriptions and accounts, Account reactivation and deactivation procedures","Tactical Arbitrage subscriptions and accounts, Account status"
215472969681537,2026-02-04 21:18:51,Assumed resolved,,"Placement and shipment fee concerns, Disputing and investigating account charges","Placement errors, Billing disputes and refunds"
215472969477725,2026-02-04 20:36:39,Assumed resolved,,"Amazon-specific shipment problems and sending issues, Batch processing errors and problem resolution, Batch submission issues","Shipment issues, Batch processing"
215472967381579,2026-02-04 18:11:31,Assumed resolved,,"Shipment batch issues and closing procedures, Amazon batch processing and workflow interruptions, Inventory loading and population errors","Batch processing, Amazon operations, InventoryLab"
215472966888219,2026-02-04 17:10:44,Assumed resolved,,"InventoryLab subscription transition to Seller 365, General subscription cancellation and refunds","Seller 365, Subscription cancellation and refunds"
215472966786397,2026-02-04 16:58:05,Assumed resolved,,"Subscription cancellation options and button issues, Seller 365 plans and pricing","Subscription cancellation and refunds, Seller 365"
215472966571448,2026-02-04 16:29:48,Assumed resolved,,Website loading and accessibility issues,Troubleshooting
215472966529197,2026-02-04 16:24:02,Assumed resolved,,Search functionality and results issues,Search functionality and results issues
215472964773730,2026-02-04 14:24:47,Assumed resolved,,SmartRepricer and InventoryLab integration and access,SmartRepricer
215472963394872,2026-02-04 13:47:39,Assumed resolved,,"Active listing and offer visibility issues, Inventory loading and population errors","SKU and ASIN issues, InventoryLab"
215472962393269,2026-02-04 13:17:11,Assumed resolved,,ScoutX and Scoutify functionality,ScoutIQ subscription
215472962261334,2026-02-04 13:12:25,Assumed resolved,,Accessing and managing Seller 365 apps,Seller 365
215472962185812,2026-02-04 13:08:50,Assumed resolved,,Active listing and offer visibility issues,SKU and ASIN issues
215472961722092,2026-02-04 12:22:31,Assumed resolved,,Hazmat shipping requirements and carrier options,Hazmat shipping requirements and carrier options
215472961647476,2026-02-04 12:14:09,Confirmed resolved,4,Error message troubleshooting,Troubleshooting
215472960843825,2026-02-04 11:21:18,Assumed resolved,,Tactical Arbitrage subscriptions and accounts,Tactical Arbitrage subscriptions and accounts
215472960437671,2026-02-04 10:59:00,Assumed resolved,,"InventoryLab subscription cancellation, InventoryLab subscription transition to Seller 365, Getting started and registering with Seller 365","Subscription cancellation and refunds, Seller 365"
215472958647579,2026-02-04 09:04:17,Assumed resolved,,,
215472956994971,2026-02-04 07:00:33,Assumed resolved,,FeedbackWhiz account setup and subscription,FeedbackWhiz account setup and subscription
215472953864175,2026-02-03 23:22:08,Confirmed resolved,,Transportation option confirmation issues,Placement errors
215472953363072,2026-02-03 21:58:35,Assumed resolved,,"Accessing and managing Seller 365 apps, Seller 365 bundle features and inclusions",Seller 365
215472953028892,2026-02-03 21:14:52,Confirmed resolved,5,Account reactivation and deactivation procedures,Account status
215472952704154,2026-02-03 20:26:20,Assumed resolved,,"Automated review and feedback requests, Trial subscription cancellation","Review automation, Subscription cancellation and refunds"
215472951352742,2026-02-03 17:35:08,Assumed resolved,,Account credits and service credit handling,Payment updates
215472951106679,2026-02-03 16:57:29,Assumed resolved,,Shipment batch issues and closing procedures,Batch processing
215472951084362,2026-02-03 16:54:24,Confirmed resolved,,Box handling and item movement in batches,Batch processing
215472950493575,2026-02-03 16:16:14,Assumed resolved,,Subscription renewal periods and expiration details,Subscription status options
215472948689553,2026-02-03 14:45:31,Assumed resolved,,Automated review and feedback requests,Review automation
215472946321285,2026-02-03 12:33:18,Assumed resolved,,"Minimum and maximum price configuration, SmartRepricer and InventoryLab integration and access",SmartRepricer
215472946305141,2026-02-03 12:31:33,Assumed resolved,,"General shipment issues and status, Box handling and item movement in batches","Shipment issues, Batch processing"
215472945802174,2026-02-03 12:12:13,Assumed resolved,,Invoice payments and viewing,Invoice payments and viewing
215472945604915,2026-02-03 12:02:30,Assumed resolved,,Item revalidation troubleshooting,Troubleshooting
215472944060904,2026-02-03 10:06:57,Assumed resolved,,"InventoryLab and supplier-related subscription refunds, Refund request status and processing","Subscription cancellation and refunds, Billing disputes and refunds"
215472943538431,2026-02-03 09:34:57,Assumed resolved,,,
215472941233247,2026-02-03 07:53:46,Assumed resolved,,"SmartRepricer settings and error resolution, Minimum and maximum price configuration",SmartRepricer
215472937376204,2026-02-02 22:19:43,Assumed resolved,,"Amazon batch verification and submission errors, FBA and FBM inventory coordination, Batch submission issues","Amazon operations, FBA operations, Batch processing"
215472936796623,2026-02-02 21:05:11,Assumed resolved,,"Amazon account integration and linking requirements, Scoutify login and access issues, ScoutIQ subscription cancellation and payment problems","Amazon operations, ScoutIQ subscription"
215472936623547,2026-02-02 20:36:50,Assumed resolved,,Trial subscription cancellation,Subscription cancellation and refunds
215472936445163,2026-02-02 20:07:10,Assumed resolved,,"Inventory data upload, import, and shipment creation workflows",InventoryLab
215472935790636,2026-02-02 19:28:39,Assumed resolved,,,
215472934023072,2026-02-02 17:53:42,Assumed resolved,,Restock and insights reporting features,InventoryLab
215472933557621,2026-02-02 17:23:14,Assumed resolved,,"Account cancellation confirmation, Refunds after subscription cancellation or failed cancellation, General subscription cancellation and refunds","Cancellation confirmation, Subscription cancellation and refunds"
215472933367544,2026-02-02 17:00:06,Assumed resolved,,"Seller 365 subscription and plan downgrades, Seller 365 plan selection issues, ScoutIQ subscription cancellation and payment problems","Seller 365, ScoutIQ subscription"
215472933314133,2026-02-02 16:54:53,Assumed resolved,,Changing associated account email addresses,Email settings
215472933112910,2026-02-02 16:30:56,Assumed resolved,,MSKU validation and error resolution,SKU and ASIN issues
215472932705069,2026-02-02 15:52:34,Assumed resolved,,"Inventory data upload, import, and shipment creation workflows, Active listing and offer visibility issues","InventoryLab, SKU and ASIN issues"
215472932615916,2026-02-02 15:44:17,Assumed resolved,,Bulk cost and supplier data import,Bulk upload
215472932327811,2026-02-02 15:22:29,Assumed resolved,,Subscription cancellation requests and account deletion,Subscription cancellation and refunds
215472931764184,2026-02-02 14:49:52,Assumed resolved,,Automated review and feedback requests,Review automation
215472931383853,2026-02-02 14:15:47,Assumed resolved,,Switching between monthly and yearly subscriptions,Subscription status options
215472928668357,2026-02-02 11:04:24,Confirmed resolved,,Accessing and managing Seller 365 apps,Seller 365
215472926955706,2026-02-02 09:44:28,Confirmed resolved,,"Credit card and card payment updates, Payment issues and troubleshooting",Payment updates
215472920071661,2026-02-01 20:50:26,Assumed resolved,,Tactical Arbitrage subscriptions and accounts,Tactical Arbitrage subscriptions and accounts
215472918821040,2026-02-01 17:16:20,Assumed resolved,,Account email changes and linking,InventoryLab
215472918649480,2026-02-01 16:43:30,Assumed resolved,,"Address verification issues and error resolution, Amazon batch verification and submission errors","Address verification issues and error resolution, Amazon operations"
215472918454119,2026-02-01 16:05:29,Assumed resolved,,Wholesale search and access options,Wholesale search and access options
215472918333414,2026-02-01 15:50:35,Assumed resolved,,Subscription cancellation options and button issues,Subscription cancellation and refunds
215472917132493,2026-02-01 13:33:09,Assumed resolved,,"Subscription status and payment access, Shipment batch issues and closing procedures","InventoryLab, Batch processing"
215472917051475,2026-02-01 13:24:19,Assumed resolved,,Bulk cost and supplier data import,Bulk upload
215472913118542,2026-02-01 04:13:23,Assumed resolved,,Order visibility and health issues,Troubleshooting
215472912662571,2026-02-01 02:31:57,Assumed resolved,,"Inventory data upload, import, and shipment creation workflows",InventoryLab
